,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,temperature,label
0,-3.835511059570312,-1.522712255859375,5.743689782714843,-1.198473282442748,0.5419847328244275,-3.404580152671756,21.89470588235294,0
1,-0.02154781494140625,-3.303998291015625,14.35323895263672,3.259541984732825,-6.702290076335878,1.816793893129771,21.75352941176471,0
2,2.85388837890625,2.614468212890625,8.348581188964843,2.381679389312977,-8.618320610687023,-2.893129770992366,21.89470588235294,0
3,1.867477294921875,-1.101332763671875,13.65413206787109,-3.809160305343511,2.068702290076336,-0.7557251908396947,21.80058823529412,0
4,0.1316810913085937,3.837905261230468,9.5001921875,-7.580152671755725,5.541984732824427,-0.6259541984732825,21.80058823529412,0
5,-2.923320227050781,2.013523596191406,12.641384765625,3.595419847328244,1.175572519083969,0.02290076335877863,21.94176470588236,0
6,-2.236184350585937,-3.138798376464844,7.735665563964844,2.312977099236641,-4.412213740458015,-3.839694656488549,21.94176470588236,0
7,2.264914770507812,-2.832340563964844,10.45547864990234,0.1297709923664122,-10.37404580152672,-0.6335877862595419,21.80058823529412,0
8,2.324769812011719,2.693476867675781,13.10585988769531,3.870229007633588,-4.427480916030534,-1.931297709923664,21.84764705882353,0
9,0.9026140258789062,-0.5913678100585937,8.360552197265624,-5.847328244274809,3.358778625954198,-3.908396946564885,21.84764705882353,0
10,-3.806780639648437,-1.788468640136719,11.69806931152344,-4.458015267175573,4.206106870229007,1.297709923664122,21.84764705882353,0
11,-3.971980554199218,1.604115112304688,6.596025573730468,-4.580152671755725,4.847328244274809,-2.045801526717557,21.80058823529412,0
12,-2.760514514160156,-0.05027823486328125,10.57997713623047,0.8473282442748091,-3.007633587786259,2.473282442748092,21.84764705882353,0
13,-0.4668693237304687,-3.593696691894531,7.364564306640625,-0.9694656488549618,-1.366412213740458,-1.183206106870229,21.80058823529412,0
14,-0.6967126831054687,0.6009446166992187,11.97579670410156,8.198473282442748,-11.25190839694656,0.3893129770992366,21.80058823529412,0
15,2.111685864257812,-0.3519476440429687,7.388506323242187,2.297709923664122,-6.770992366412214,-3.610687022900763,21.80058823529412,0
16,1.347935534667969,0.6368576416015624,14.58547651367187,-4.030534351145038,-2.977099236641221,0.1984732824427481,21.94176470588236,0
17,-1.498770239257812,3.610456103515625,8.034940771484374,-0.6946564885496184,2.465648854961832,-2.587786259541985,21.94176470588236,0
18,-3.950432739257812,-1.582567297363281,10.71165822753906,1.419847328244275,-2.328244274809161,1.251908396946565,21.84764705882353,0
19,-0.5123591552734374,-0.9169792358398436,8.683769421386717,3.427480916030534,-8.183206106870228,-2.251908396946565,21.75352941176471,0
